Price,Area,Location,No_of_Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,IndoorGames,ClubHouse,24X7Security,PowerBackup,CarParking,Children'splayarea,LiftAvailable,price_per_sqft
24000000,3866.0,New Town,4,1,0,0,0,0,0,0,0,0,0,0,0,6207.966890843249
5400000,915.0,Kalighat,2,1,9,9,9,9,9,9,9,9,9,9,9,5901.639344262295
4400000,1270.0,Garia,3,1,9,9,9,9,9,9,9,9,9,9,9,3464.566929133858
3000000,1100.0,Belghoria,3,0,9,9,9,9,9,9,9,9,9,9,9,2727.2727272727275
12000000,800.0,Garia,2,1,9,9,9,9,9,9,9,9,9,9,9,15000.0
7500000,1753.0,Tangra,3,1,9,9,9,9,9,9,9,9,9,9,9,4278.379920136908
5000000,1500.0,Tagore Park,3,0,9,9,9,9,9,9,9,9,9,9,9,3333.3333333333335
3200000,1452.0,Kamardanga,3,0,9,9,9,9,9,9,9,9,9,9,9,2203.8567493112946
3850000,753.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,5112.881806108898
6800000,1100.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,6181.818181818182
4650000,1256.0,Mukundapur,3,1,9,9,9,9,9,9,9,9,9,9,9,3702.229299363057
2300000,1030.0,Tollygunge,2,0,9,9,9,9,9,9,9,9,9,9,9,2233.009708737864
19000000,850.0,Mukundapur,2,0,9,9,9,9,9,9,9,9,9,9,9,22352.941176470587
2500000,1631.0,Ballygunge,3,0,9,9,9,9,9,9,9,9,9,9,9,1532.8019619865113
3420000,815.0,Keshtopur,2,0,9,9,9,9,9,9,9,9,9,9,9,4196.319018404908
6100000,855.0,Purba Putiary,2,0,9,9,9,9,9,9,9,9,9,9,9,7134.502923976608
5572000,1460.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,3816.4383561643835
7200000,1506.0,Ariadaha,3,0,9,9,9,9,9,9,9,9,9,9,9,4780.876494023904
2000000,1256.0,Garia,3,1,9,9,9,9,9,9,9,9,9,9,9,1592.3566878980891
4342000,910.0,Rahara,2,0,9,9,9,9,9,9,9,9,9,9,9,4771.428571428572
6500000,852.0,Behala,3,0,9,9,9,9,9,9,9,9,9,9,9,7629.107981220657
5800000,1300.0,Kasba,3,0,9,9,9,9,9,9,9,9,9,9,9,4461.538461538462
7200000,1259.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,5718.824463860206
6200000,1350.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,4592.592592592592
5100000,1337.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,3814.5100972326104
2000000,1359.0,Sodepur,3,1,9,9,9,9,9,9,9,9,9,9,9,1471.6703458425313
13000000,845.0,Paschim Putiary,2,0,9,9,9,9,9,9,9,9,9,9,9,15384.615384615385
4100000,1650.0,New Alipore,3,1,9,9,9,9,9,9,9,9,9,9,9,2484.848484848485
5270000,743.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,7092.866756393001
5935000,1054.0,Mukundapur,2,0,9,9,9,9,9,9,9,9,9,9,9,5630.929791271347
9093000,888.0,Howrah,3,0,9,9,9,9,9,9,9,9,9,9,9,10239.864864864865
3056000,1684.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,1814.726840855107
2400000,970.0,Barisha Purba Para Road,2,0,9,9,9,9,9,9,9,9,9,9,9,2474.226804123711
3500000,750.0,Behala,2,0,9,9,9,9,9,9,9,9,9,9,9,4666.666666666667
8176000,800.0,Baguiati,2,1,9,9,9,9,9,9,9,9,9,9,9,10220.0
2300000,1574.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,1461.2452350698857
6500000,750.0,Kasba,2,1,9,9,9,9,9,9,9,9,9,9,9,8666.666666666666
4500000,1270.0,Mukundapur,3,0,9,9,9,9,9,9,9,9,9,9,9,3543.3070866141734
3650000,870.0,Tiljala,2,0,9,9,9,9,9,9,9,9,9,9,9,4195.402298850575
2200000,1209.0,Airport,3,0,9,9,9,9,9,9,9,9,9,9,9,1819.6856906534326
5900000,950.0,East Kolkata Township,2,1,9,9,9,9,9,9,9,9,9,9,9,6210.526315789473
13000000,1300.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,10000.0
2300000,2210.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,1040.7239819004526
8400000,800.0,raghunathpur,2,1,9,9,9,9,9,9,9,9,9,9,9,10500.0
2101000,1496.0,Garia,3,1,9,9,9,9,9,9,9,9,9,9,9,1404.4117647058824
2116000,955.0,Barasat,3,0,9,9,9,9,9,9,9,9,9,9,9,2215.7068062827225
2623000,962.0,Barasat,3,0,9,9,9,9,9,9,9,9,9,9,9,2726.611226611227
3742000,795.0,Keshtopur,2,0,9,9,9,9,9,9,9,9,9,9,9,4706.9182389937105
4293000,1134.0,Keshtopur,3,0,9,9,9,9,9,9,9,9,9,9,9,3785.714285714286
4292000,1301.0,Keshtopur,3,0,9,9,9,9,9,9,9,9,9,9,9,3299.000768639508
4924000,1160.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,4244.827586206897
3570000,1331.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,2682.1938392186325
4556000,965.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,4721.243523316062
4998000,1340.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,3729.8507462686566
4522000,1470.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,3076.190476190476
4539000,1330.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,3412.781954887218
2495000,1335.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,1868.9138576779026
2511000,805.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,3119.254658385093
2480000,810.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,3061.7283950617284
2529000,800.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,3161.25
3574000,816.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,4379.901960784314
3589000,966.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,3715.3209109730847
3772000,970.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,3888.659793814433
5125000,920.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,5570.652173913043
4469000,1250.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,3575.2
4346000,1090.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,3987.1559633027523
2384000,1060.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,2249.056603773585
2467000,883.0,Narendrapur,2,0,9,9,9,9,9,9,9,9,9,9,9,2793.884484711212
2290000,914.0,Narendrapur,2,0,9,9,9,9,9,9,9,9,9,9,9,2505.4704595185995
5800000,935.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,6203.208556149732
3579000,1250.0,New Town,2,1,9,9,9,9,9,9,9,9,9,9,9,2863.2
2781000,1122.0,Joka,3,0,9,9,9,9,9,9,9,9,9,9,9,2478.609625668449
2644000,872.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,3032.1100917431195
2756000,829.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,3324.487334137515
3853000,864.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,4459.490740740741
3636000,1208.0,Joka,3,0,9,9,9,9,9,9,9,9,9,9,9,3009.933774834437
2615000,1140.0,Joka,3,0,9,9,9,9,9,9,9,9,9,9,9,2293.8596491228072
2717000,820.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,3313.4146341463415
3802000,852.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,4462.44131455399
2800000,1192.0,Joka,3,0,9,9,9,9,9,9,9,9,9,9,9,2348.993288590604
2596000,878.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,2956.7198177676537
2807000,814.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,3448.4029484029484
2187000,880.0,Joka,2,0,9,9,9,9,9,9,9,9,9,9,9,2485.2272727272725
2800000,750.0,Chkravarti Para,2,1,9,9,9,9,9,9,9,9,9,9,9,3733.3333333333335
11000000,1100.0,Barrackpore,3,0,9,9,9,9,9,9,9,9,9,9,9,10000.0
8528000,1285.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,6636.575875486381
9754000,972.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,10034.979423868313
5300000,1091.0,Tangra,3,0,9,9,9,9,9,9,9,9,9,9,9,4857.928505957837
3124000,1100.0,Barrackpore,3,0,9,9,9,9,9,9,9,9,9,9,9,2840.0
2268000,1116.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,2032.258064516129
3297999,810.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,4071.6037037037036
3526000,1016.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3470.472440944882
3556000,1092.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3256.4102564102564
3396000,1046.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3246.6539196940726
4039000,999.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4043.043043043043
4035000,1188.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3396.4646464646466
3189000,1187.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2686.604886267902
3185000,938.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3395.5223880597014
4624000,937.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4934.898612593383
3964000,1360.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2914.705882352941
3957000,1166.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3393.653516295026
3971000,1164.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3411.512027491409
3240000,1168.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2773.972602739726
3872000,953.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4062.9590766002098
3233000,1139.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2838.454784899034
4114000,951.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4325.972660357518
4348000,1210.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3593.3884297520663
4590000,1279.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3588.7412040656764
4270000,1350.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3162.962962962963
4059000,1256.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3231.687898089172
3865000,1194.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3237.0184254606365
4629000,1137.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,4071.2401055408973
4560000,1342.0,Madhyamgram,3,0,9,9,9,9,9,9,9,9,9,9,9,3397.913561847988
4560000,1322.0,Madhyamgram,3,0,9,9,9,9,9,9,9,9,9,9,9,3449.319213313162
3256000,1322.0,Madhyamgram,3,0,9,9,9,9,9,9,9,9,9,9,9,2462.934947049924
3256000,944.0,Madhyamgram,2,0,9,9,9,9,9,9,9,9,9,9,9,3449.1525423728813
15600000,944.0,Madhyamgram,2,0,9,9,9,9,9,9,9,9,9,9,9,16525.42372881356
7100000,2520.0,Dum Dum,4,0,9,9,9,9,9,9,9,9,9,9,9,2817.4603174603176
11800000,1150.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,10260.869565217392
9300000,1920.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,4843.75
10400000,1562.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,6658.1306017925735
7936000,1760.0,Dum Dum,3,0,9,9,9,9,9,9,9,9,9,9,9,4509.090909090909
4084000,1310.0,Dum Dum,2,0,9,9,9,9,9,9,9,9,9,9,9,3117.557251908397
3324000,1123.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,2959.9287622439892
4698000,881.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,5332.5766174801365
4100000,1044.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,3927.2030651340997
3220000,925.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,3481.0810810810813
4658000,1150.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,4050.4347826086955
5000000,1210.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,4132.231404958678
2985000,1301.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,2294.3889315910837
4100000,933.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,4394.426580921758
3593000,1066.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,3370.5440900562853
5161000,1123.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,4595.725734639359
2325000,1147.0,Tollygunge,3,0,9,9,9,9,9,9,9,9,9,9,9,2027.027027027027
4365000,465.0,Ultadanga,1,0,9,9,9,9,9,9,9,9,9,9,9,9387.09677419355
6570000,970.0,Lake Town,2,0,9,9,9,9,9,9,9,9,9,9,9,6773.19587628866
4167000,1460.0,Lake Town,2,0,9,9,9,9,9,9,9,9,9,9,9,2854.109589041096
4950000,926.0,Lake Town,2,0,9,9,9,9,9,9,9,9,9,9,9,5345.572354211663
17800000,1100.0,Lake Town,2,0,9,9,9,9,9,9,9,9,9,9,9,16181.818181818182
17500000,1978.0,Madurdaha Hussainpur,3,0,9,9,9,9,9,9,9,9,9,9,9,8847.32052578362
9359000,1954.0,Madurdaha Hussainpur,3,0,9,9,9,9,9,9,9,9,9,9,9,4789.662231320369
8295000,1304.0,New Alipore,3,1,9,9,9,9,9,9,9,9,9,9,9,6361.196319018405
46800000,1185.0,New Alipore,2,1,9,9,9,9,9,9,9,9,9,9,9,39493.670886075946
31700000,5205.0,Madurdaha Hussainpur,4,0,9,9,9,9,9,9,9,9,9,9,9,6090.297790585975
16500000,3528.0,Madurdaha Hussainpur,4,0,9,9,9,9,9,9,9,9,9,9,9,4676.8707482993195
47800000,1833.0,Madurdaha Hussainpur,3,0,9,9,9,9,9,9,9,9,9,9,9,26077.46863066012
25800000,5318.0,Madurdaha Hussainpur,4,0,9,9,9,9,9,9,9,9,9,9,9,4851.447912749154
8600000,2867.0,Madurdaha Hussainpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2999.651203348448
9500000,2185.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,4347.826086956522
8800000,2052.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,4288.499025341131
10500000,1663.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,6313.890559230306
3990999,1909.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,2090.622839182818
3990999,1174.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.4880749574104
3556000,1174.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3028.9608177172063
3556000,1046.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3399.61759082218
3396000,1046.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3246.6539196940726
3396000,999.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3399.3993993993995
4039000,999.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4043.043043043043
4039000,1188.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.83164983165
4035000,1188.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3396.4646464646466
4035000,1187.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.3260320134796
3189000,1187.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2686.604886267902
3189000,938.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3399.7867803837953
3185000,938.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3395.5223880597014
3185000,937.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3399.1462113127
4624000,937.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4934.898612593383
4624000,1360.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3400.0
3964000,1360.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2914.705882352941
3964000,1166.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.656946826758
3957000,1166.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3393.653516295026
3957000,1164.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.4845360824743
3971000,1164.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3411.512027491409
3971000,1168.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.828767123288
3240000,1168.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2773.972602739726
3240000,953.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3399.7901364113327
3872000,953.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4062.9590766002098
3872000,1139.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.473222124671
3233000,1139.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,2838.454784899034
3233000,951.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,3399.5793901156676
4114000,951.0,Sonarpur,2,0,9,9,9,9,9,9,9,9,9,9,9,4325.972660357518
4114000,1210.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3400.0
4348000,1210.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3593.3884297520663
4348000,1279.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.5308835027363
4590000,1279.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3588.7412040656764
4590000,1350.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3400.0
4270000,1350.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3162.962962962963
4270000,1256.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.6815286624205
4059000,1256.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3231.687898089172
4059000,1194.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.497487437186
3865000,1194.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3237.0184254606365
3865000,1137.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,3399.296394019349
27500000,1137.0,Sonarpur,3,0,9,9,9,9,9,9,9,9,9,9,9,24186.45558487247
57400000,1950.0,Bhawanipur,3,1,9,9,9,9,9,9,9,9,9,9,9,29435.897435897437
57400000,4995.0,Alipore,4,1,9,9,9,9,9,9,9,9,9,9,9,11491.491491491492
52000000,4995.0,Alipore,4,1,9,9,9,9,9,9,9,9,9,9,9,10410.41041041041
8500000,5318.0,Mukundapur,4,1,9,9,9,9,9,9,9,9,9,9,9,1598.3452425723956
7613000,1204.0,Santoshpur,2,1,9,9,9,9,9,9,9,9,9,9,9,6323.0897009966775
2754000,1333.0,Rajarhat,3,0,9,9,9,9,9,9,9,9,9,9,9,2066.0165041260316
7800000,765.0,Rajarhat,2,0,9,9,9,9,9,9,9,9,9,9,9,10196.078431372549
6400000,1788.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,3579.4183445190156
2099000,1553.0,New Town,3,1,9,9,9,9,9,9,9,9,9,9,9,1351.577591757888
2599000,655.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,3967.93893129771
3599000,851.0,New Town,2,0,9,9,9,9,9,9,9,9,9,9,9,4229.1421856639245
2667000,1150.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,2319.1304347826085
8700000,988.0,New Town,3,0,9,9,9,9,9,9,9,9,9,9,9,8805.668016194331
17100000,1490.0,Behala,3,1,9,9,9,9,9,9,9,9,9,9,9,11476.510067114094
18000000,2581.0,Tangra,4,1,9,9,9,9,9,9,9,9,9,9,9,6974.041069352964
9000000,1744.0,Tangra,2,1,9,9,9,9,9,9,9,9,9,9,9,5160.5504587155965
32500000,1727.0,Tangra,3,1,9,9,9,9,9,9,9,9,9,9,9,18818.760856977417
