Price,Area,Location,No_of_Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,IndoorGames,ClubHouse,24X7Security,PowerBackup,CarParking,Children'splayarea,LiftAvailable,price_per_sqft
5034000,910.0,Electronic City Phase 1,2,0,1,1,1,1,1,1,1,1,1,1,0,5531.868131868132
5034000,910.0,Electronic City Phase 1,2,0,1,1,1,1,1,1,1,1,1,1,0,5531.868131868132
7897000,1430.0,Electronic City Phase 1,3,0,1,1,1,1,1,1,1,1,1,1,0,5522.377622377622
7897000,1430.0,Electronic City Phase 1,3,0,1,1,1,1,1,1,1,1,1,1,0,5522.377622377622
5327000,965.0,Electronic City Phase 1,2,0,1,1,1,1,1,1,1,1,1,1,0,5520.20725388601
5327000,965.0,Electronic City Phase 1,2,0,1,1,1,1,1,1,1,1,1,1,0,5520.20725388601
8269000,1500.0,Electronic City Phase 1,3,0,1,1,1,1,1,1,1,1,1,1,0,5512.666666666667
8269000,1500.0,Electronic City Phase 1,3,0,1,1,1,1,1,1,1,1,1,1,0,5512.666666666667
5958000,1065.0,Electronic City Phase 1,2,0,1,1,1,1,1,1,1,1,1,1,0,5594.366197183099
5958000,1065.0,Electronic City Phase 1,2,0,1,1,1,1,1,1,1,1,1,1,0,5594.366197183099
6900000,1273.0,Yelahanka,2,0,0,1,1,1,1,1,1,1,1,1,1,5420.267085624509
9700000,1705.0,Yelahanka,3,0,0,1,1,1,1,1,1,1,1,1,1,5689.149560117302
7300000,1304.0,Yelahanka,2,0,0,1,1,1,1,1,1,1,1,1,1,5598.159509202454
9180000,1700.0,Anjanapura,3,0,0,1,1,1,1,1,1,1,1,1,1,5400.0
6986000,1277.0,Carmelaram,2,0,0,1,1,1,1,1,1,1,0,1,1,5470.634299138606
6081000,1111.0,Carmelaram,2,0,0,1,1,1,1,1,1,1,0,1,1,5473.4473447344735
7891000,1443.0,Carmelaram,3,0,0,1,1,1,1,1,1,1,0,1,1,5468.468468468468
6070000,1109.0,Carmelaram,2,0,0,1,1,1,1,1,1,1,0,1,1,5473.399458972047
5961000,1089.0,Carmelaram,2,0,0,1,1,1,1,1,1,1,0,1,1,5473.829201101928
8442000,1544.0,Carmelaram,3,0,0,1,1,1,1,1,1,1,0,1,1,5467.616580310881
9003000,1647.0,Carmelaram,3,0,0,1,1,1,1,1,1,1,0,1,1,5466.302367941712
5923000,1082.0,Carmelaram,2,0,0,1,1,1,1,1,1,1,0,1,1,5474.121996303143
6174000,1128.0,Carmelaram,2,0,0,1,1,1,1,1,1,1,0,1,1,5473.404255319149
5994000,1095.0,Carmelaram,2,0,0,1,1,1,1,1,1,1,0,1,1,5473.972602739726
8180000,1496.0,Carmelaram,3,0,0,1,1,1,1,1,1,1,0,1,1,5467.914438502674
7662000,1401.0,Carmelaram,3,0,0,1,1,1,1,1,1,1,0,1,1,5468.950749464668
8763000,1538.0,Horamavu,3,0,0,1,1,1,1,1,1,1,1,1,1,5697.659297789337
8957000,1573.0,Horamavu,3,0,0,1,1,1,1,1,1,1,1,1,1,5694.214876033057
6581000,1181.0,Horamavu,2,0,0,1,1,1,1,1,1,1,1,1,1,5572.396274343777
9640000,1687.0,Horamavu,3,0,0,1,1,1,1,1,1,1,1,1,1,5714.285714285715
6664000,1196.0,Horamavu,2,0,0,1,1,1,1,1,1,1,1,1,1,5571.90635451505
6631000,1190.0,Horamavu,2,0,0,1,1,1,1,1,1,1,1,1,1,5572.268907563025
10000000,1766.0,Horamavu,3,0,0,1,1,1,1,1,1,1,1,1,1,5662.5141562853905
9879000,1730.0,Horamavu,3,0,0,1,1,1,1,1,1,1,1,1,1,5710.404624277457
8529000,1532.0,Horamavu,3,0,0,1,1,1,1,1,1,1,1,1,1,5567.2323759791125
7252000,1305.0,Jalahalli,2,0,0,1,1,1,1,0,1,0,0,1,0,5557.088122605364
9037000,1645.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5493.617021276596
7298000,1315.0,Jalahalli,2,0,0,1,1,1,1,0,1,0,0,1,0,5549.809885931559
10400000,1950.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5333.333333333333
9520000,1750.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5440.0
7229000,1300.0,Jalahalli,2,0,0,1,1,1,1,0,1,0,0,1,0,5560.7692307692305
9887000,1830.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5402.732240437159
10300000,1935.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5322.997416020672
7159999,1285.0,Jalahalli,2,0,0,1,1,1,1,0,1,0,0,1,0,5571.983657587549
10700000,2010.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5323.3830845771145
8900000,1615.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5510.835913312693
9382000,1720.0,Jalahalli,3,0,0,1,1,1,1,0,1,0,0,1,0,5454.6511627906975
7344000,1325.0,Jalahalli,2,0,0,1,1,1,1,0,1,0,0,1,0,5542.641509433963
7091000,1270.0,Jalahalli,2,0,0,1,1,1,1,0,1,0,0,1,0,5583.464566929134
6279000,1320.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4756.818181818182
5306000,1100.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4823.636363636364
6655000,1405.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4736.654804270463
5195000,1075.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4832.558139534884
5483000,1140.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4809.649122807017
5527000,1150.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4806.086956521739
6412000,1350.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4749.62962962963
6036000,1265.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4771.541501976285
4930000,1015.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4857.142857142857
6611000,1395.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4739.068100358423
5173000,1070.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4834.579439252337
6058000,1270.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4770.078740157481
6279000,1320.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4756.818181818182
5085000,1050.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4842.857142857143
6434000,1355.0,Kasavanahalli,3,0,0,1,1,0,1,1,0,1,1,1,1,4748.339483394834
5262000,1090.0,Kasavanahalli,2,0,0,1,1,0,1,1,0,1,1,1,1,4827.522935779816
6681999,1485.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4499.662626262626
6525000,1450.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4500.0
6997000,1555.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4499.67845659164
6097000,1355.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4499.630996309963
6120000,1360.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4500.0
6142000,1365.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4499.6336996336995
6727000,1495.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4499.665551839465
6277000,1395.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4499.641577060932
6750000,1500.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4500.0
6456999,1435.0,Whitefield Hope Farm Junction,3,0,0,1,1,1,0,0,0,1,0,1,1,4499.650871080139
5240000,1310.0,Bommasandra,3,0,0,1,1,1,1,0,1,1,1,0,1,4000.0
